title,author,date,abstract,column,url
"Jackie Looney, long vision, and equality","Andrew D. Jones, Jr.",2022-05-16,Dean Jackie Looney retires this year. She was a beacon of opportunity for over 30 years for families who have struggled over generations.,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/05/051622-jones-guest
Letters: Tributes to Nugget,NA,2022-05-14,"""I will miss Nugget, but I will live each day honoring her by remembering what joy an everyday interaction can bring into your life. She taught us how a positive presence can bring so much light into your day,"" Alex Leo-Guerra, a senior, writes. ",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/duke-university-tributes-to-nugget-keith-upchurch
Letter: My guardian angel,Dav King,2022-05-14,"I have muddied beliefs on an afterlife, but I know that somewhere out there Nugget is lying on a bench still getting pets from all kinds of people. ",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/dav-king-tribute-to-nugget-keith-upchurch-my-guardian-angel
Letter: A very friendly dog,Daniel Hwang,2022-05-14,"Nugget served as a constant reminder that amid all the work you were caught up in, that home, comfort, and community were never too far away. ",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/daniel-hwang-tribute-to-nugget-keith-upchurch
Letter: The spirit of our years at Duke,Charlie Zong,2022-05-14,"I thought that someday this summer, I would learn to shake her hand. I thought she might be there to see me graduate next spring. I thought we would always have more time.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/tribute-to-nugget-keith-upchurch-charlie-zong
Our culture is not your frat party,Cultural Organizations Coming Together,2022-05-12,"Selective social groups, unaffiliated or not, need more transparency in their systems to address racism, sexism, homophobia, xenophobia, ableism and sexual assault. ",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/05/051222-student-group-demands-ifc
Editor's note: Regarding 2022 student Commencement speaker's time on The Chronicle,Milla Surjadi,2022-05-11,A review of Parkash's published stories for The Chronicle found no evidence of plagiarism. ,EDITORS NOTE,https://www.dukechronicle.com/article/2022/05/editors-note-2022-student-commencement-speaker-time-on-the-chronicle
Letter to the Editor: Statement from 2022 student Commencement speaker,Priya Parkash,2022-05-10,"This statement was sent to The Chronicle on behalf of Parkash by Dave Quast, senior vice president of Red Banyan, a crisis public relations firm. ",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/duke-university-priya-parkash-letter-to-the-editor-commencement-student-speaker-speech-2022-statement
Letter: Thank you from Duke alumna,Amy Unell,2022-05-03,"Although I recently resigned from my role as Senior Director of Arts Engagement and Partnerships, I will always be a champion of the arts, DEMAN, StudioDuke and your friend.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/duke-university-alumna-amy-unell-deman-studio-duke
The exclusivity of studying abroad at Duke,Kaylin Hernández,2022-04-26,Duke University and the Global Education Office (GEO) should offer more diverse study abroad programs in Latin America and the Caribbean to better reflect the Latinx/Latine student body instead of overemphasizing Spain.,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/04/042622-hernandez-guest
Duke learning is transactional; how we can do better,Grace Dessert,2022-04-26,"One of my favorite professors, Dr. Malone, once asked me, “Are you a stat, or a story?”",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/04/042622-dessert-grad-grading-stem
An open letter to Inside Joke,Anna Shenk-Evans,2022-04-25,"In that video, Inside Joke was not only equating Lia Thomas to a man, but also invalidating the existence and successes of all trans athletes.",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/04/042522-shenk-evans-guest
"Tsundoku, Gatsby, Marshmallows, Me",Jocelyn Chin,2022-04-24,"I wonder if I have problems prioritizing as I balance on scales, watch my weight drop, know it’s the cost of saving each HEERF fund, stimulus check, meal stipend, the cost of piling books on my windowsill instead.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/042322-chin-books-nyc-consumption
Advice for the future CEB,Community Editorial Board,2022-04-22,"We are proud to announce that, this semester, our articles got ""increasingly worse.""",STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/04/042222-ceb
My two cents on a two minute decision,Linda Cao,2022-04-21,"We treat our doctors with pride and appreciation, but there’s a very heavy burden that follows the letters D and r.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/042122-cao-vaught-healthcare-system
Let’s liberate the liberal arts,Community Editorial Board,2022-04-20,"Fundamentally, the liberal arts must be, in a word, ‘liberal’—that is characterized by freedom of choice.",STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/04/04202022-ceb
Feeling,Margot Armbruster,2022-04-20,"Just as I’m gentle on my knee so my knee supports my hip, I can maintain, as life continues, that all my seasons may count for me sometime. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/feeling
Better late than never,Nithin Ragunathan,2022-04-20,"It’s natural to have regrets in life, but as The Chronicle chapter comes to a close, I only have one: Why didn’t I start sooner?",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/better-late-than-never
Why I watch sports,Evan Kolin,2022-04-20,"I’ve been a sports fan my entire life, but I’ll be the first to admit that I’ve never been as interested in the Xs and Os on the court or field as a lot of my peers.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/why-i-watch-sports
Letting in the light,Matthew Griffin,2022-04-20,"As I look back on my time on this campus built to let in sunlight, I’m aware of what a privilege it’s been to spend my college career illuminating Duke and its community. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/letting-in-the-light
Like all good things,Leah Boyd,2022-04-20,"And the moment I stared out the window at the Chapel, my head swimming with memories instead of stress about the week ahead, I knew it was time for the end.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/like-all-good-things
I just want to say thank you,Jake C. Piazza,2022-04-20,"If there’s one thing I’ve learned from The Chronicle, it’s that you never know when a lifelong memory is going to fall into your lap.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/i-just-want-to-say-thank-you
For a better Duke,Nadia Bey,2022-04-20,"Sure, we love Duke Athletics and we love when Duke moves up a place in some arbitrary ranking system and we love when our researchers make new discoveries, but holding the University accountable is a form of love, too.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/for-a-better-duke
Duke’s obligation to support the student-led solution to sexual assault,Community Editorial Board,2022-04-19,"Whether or not Duke has been looking for a solution to sexual assault on campus, SHAPE has done the heavy lifting for them. ",STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/04/04192022-ceb-dukes-obligation-to-support-the-student-led-solution-to-sexual-assault-duke-shape
Here goes a photographer's attempt to write,Simran Prakash,2022-04-19,"Over the years, I grew from someone who did not even know what to do with my new camera, only fascinated by the power of the iPhone 6 camera, into a girl whose entire life revolves around photography. I thank The Chronicle so deeply for that. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/here-goes-a-photographers-attempt-to-write
I love Duke,Ramona Naseri,2022-04-19,"It’s okay that I don’t know what’s happening next, because that means I can finally write this next chapter myself. And if there’s one thing writing for The Chronicle has taught me: it’s writing. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/i-love-duke
Thank you for the lessons,Maria Morrison,2022-04-19,"I’ve always felt that the office was a safe space, somewhere I could come to find those who would share in my joys or sorrows in equal measure. I feel genuinely loved, which is such a beautiful thing that is easy to take for granted.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/thank-you-for-the-lessons
The dances that never happened,Glen Morgenstern,2022-04-18,"It is truly an experience like no other to sit center court in Cameron Indoor seats you literally cannot pay for. The music is deafening, but the show is darn good.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/the-dances-that-never-happened
Learning how to write sentences again,Carrie Wang,2022-04-18,"I want to wield my sentences with intention—in order to bring about a better world, happier people.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/learning-how-to-write-sentences-again
A thank you note to Koskinen Stadium,Jonathan Browning,2022-04-18,"I didn’t expect to be in college during a pandemic, but I really didn’t expect to become a writer; after all, it was my older brother who had been the English major. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/a-thank-you-note-to-koskinen-stadium
Extra time,Cam Polo,2022-04-18,I lived a lot of my time at Duke wondering when and where the next thing would go wrong. But what if everything went right?,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/extra-time
It's okay not to be okay,Valerie Tan,2022-04-18,"The most difficult part of being a Duke student for me isn’t the classic case of being afflicted with imposter syndrome—I have enough confidence in my abilities to know that I deserve to be here. Rather, it is the frustration of not being able to fully leverage the plethora of resources at my disposal, of being hamstrung from reaching my full potential by something as “trivial” as anxiety.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/04172022-tan
Does it change management?,Kathy Dai,2022-04-18,"Additional pieces of information can help confirm a diagnosis or make us feel more confident about proceeding, but the question is—would you most likely behave the same way with or without that information?",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/04182022-dai
An open letter to HRL Dean LoBiondo about mistreatment of students,Dev Dabke,2022-04-18,"Though tenants are meagerly protected in North Carolina, doling out collective fines is illegal, besides being unethical and unfair. ",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/04/04182022-dabke-hrl-letter
Duke staff are human too ,Community Editorial Board,2022-04-13,"Students are unaware of the administrators that have considerable influence on their daily lives, and as a result, workers are forced to face student concerns. ",STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/04/04132022-ceb-duke-staff-are-human-too
If you give a college student an Apple...,Heidi Smith,2022-04-13,"The presence of Macs is not inherently bad; what’s bad is that it creates an unrealistic norm and adds pressure to students to buy expensive Apple products, regardless of whether they need them or can afford them.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/give-college-student-apple
Please at least try and do research,Anthony Salgado,2022-04-12,"Probably, the CEB should just admit it has no idea what it is talking about most of the time. ",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/04/04122022-salgado-please-at-least-try-and-do-research
Defining free speech: DSG’s role in funding speakers,Community Editorial Board,2022-04-11,It is time for our student government to enact reasonable guidelines that establish sound definitions of free speech and outline appropriate funding standards for speakers. ,STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/04/04112022-ceb-defining-free-speech-dsgs-role-in-funding-speakers
The lost art of listening,Luke A. Powery,2022-04-11,Dr. King shows us that silence and speech are intertwined. ,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/04112022-powery-the-lost-art-of-listening-mlk
My hesitation with presentations,Linda Cao,2022-04-07,"I wish I was so engrossed, so suffocatingly possessed by something, that if I was requested to conduct a twenty minute presentation on the spot, I could do it.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/040722-cao
I wish I hadn't come to Duke,Spencer Chang,2022-04-07,"Before coming to Duke, I had only known one thing about North Carolina—that it was next to South Carolina. Do you want to know what I knew about South Carolina? That it was next to North Carolina! OK, clearly, I didn’t know a lot about Duke.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/040722-chang
Being ‘intellectually curious’ without being a schmuck,Dan Reznichenko,2022-04-06,"As Duke students, it’s incumbent on us to seek new ideas. To do that responsibly, first recognize that there’s nothing noble about compromise for its own sake.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/040622-reznichenko-discourse-validity
Explicit assimilation: sex in Asian American literature,Jocelyn Chin,2022-04-06,I wonder at my worries over subconscious thoughts of Asian American authors as they write sex scenes.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/040622-chin-sex-asian-american-lit
The healing of occupation: Rediscovering the heart of my profession,Sarah Jean Barton,2022-04-06,We will need companions to help us along the way to healing. ,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/04/04062022-barton-occupational-therapy
Not sure why Duke isn’t divesting? Look at who is holding the endowment’s purse strings.,Abby Saks,2022-04-06,I find it incredibly concerning (and consider it a conflict of interest) that there are several board members who have a significant stake in the success of companies that rely on fossil fuels or our consumption of them. ,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/04/04062022-saks-divestment
Editor's note: Explaining the retraction of an article from The Chronicle's website Monday afternoon,Leah Boyd,2022-04-05,Because of these issues—a writer using The Chronicle to promote an event they were hosting with their organization—the article was removed from The Chronicle’s website. ,EDITORS NOTE,https://www.dukechronicle.com/article/2022/04/duke-chronicle-retraction-editors-note
Rewriting the narrative on Duke’s basketball season,Community Editorial Board,2022-04-05,Take time to find comfort in the communities that have been built and strengthened throughout the year. ,STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/04/04052022-ceb-rewriting-the-narrative-on-dukes-basketball-season
I’m too tired for Duke.,Viktoria Wulff-Andersen,2022-04-04,It seems as though Duke is not made for anyone who is even slightly less than able-bodied.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/too-tired-for-duke
When healthy is impossible,Emily Maceda,2022-03-31,We each need different things. We’re operating within different limits and circumstances. We have different values. Those very differences give rise to the immense diversity that has allowed humans to grow and thrive on an individual and collective level. ,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/maceda-04012022
You don't deserve to be here,Heidi Smith,2022-03-30,"As it happens, it all worked out in the end in what I’d like to think is a way that was meant to be—and I’m thankful for the hindsight-aided clarity—but the process disillusioned me, early and thoroughly. This is by no means a hot take, but the college admissions process is deeply flawed.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/deserve-to-be-here
Go to class*,Community Editorial Board,2022-03-30,"Students come to Duke because of the peer connections, interdisciplinary studies and school culture, not only for the classes. ",STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/03/03302022-ceb-go-to-class-response
Mattering,Luke A. Powery,2022-03-28,"Even now, I can hear God speaking as a Great Gardener to us: “Give it one more year. I’m not giving up on you."" ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/03282022-powery-mattering
Palestinian speaker is antisemitic,Alexandra Ahdoot,2022-03-25,Free speech is important; exchange of ideas is important. So is my safety. ,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/03/03252022-ahdoot
For the love of the humanities: a modest appeal,Matthew Arakaky,2022-03-25,"Our times are not just precarious for humanity, but also for the humanities. Perhaps the two go hand in hand. ",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/03/03252022-arakaky-for-the-love-of-the-humanities-a-modest-appeal-ukraine
The best time to divest was yesterday. ,Robby Phillips,2022-03-25,"If Duke wants to identify hypocrisy, look no further than a commitment to being a climate champion while benefiting directly financially from the root causes of climate change. ",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/03/03252022-phillips-the-best-time-to-divest-was-yesterday-dsg-referendum
Fix the fixed Young Trustee process,Community Editorial Board,2022-03-24,"The Duke Administration already feels that we students are too unqualified and biased to select the next Young Trustee by coming together, so let’s prove them wrong by uniting against injustice and unfairness when we see it. ",STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/03/03242022-ceb-fix-the-fixed-young-trustee-process
"“See you later alligator, in denial crocodile!”",Linda Cao,2022-03-24,"If educators are unsure about what lines they can’t cross regarding sexual identity and gender expression, then they’ll ultimately decide to not even try crossing over into that territory.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/062422-cao-florida-education-lgbtq
Don’t Bring Frats Back to Campus.,Dan Reznichenko,2022-03-23,"Seriously, will a block on campus change the frats’ treatment of women and minorities? Will SOFC money make them less hostile to poor people?",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/062322-reznichenko-frats-response
Letter: Honor Coach K's name,Frank Osuna,2022-03-23,I believe that Coach Krzyzewski also has pride in his family name. ,LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/03/03232022-osuna-letter-honor-coach-ks-name
"Young Trustee selection is a thorough, fair process",Alexis Williamson,2022-03-23,The slate of finalists that we as a committee agreed upon reflect members of the Duke community that are passionate about the institution and committed to serving the university. ,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/03/03232022-williamson
Letter: Smithfield confuses environmental stewardship with environmental justice,Michelle Carter,2022-03-23,"For an American company that claims to care about American citizens, Smithfield’s actions in North Carolina scream the contrary. ",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/03/03232022-carter-letter-smithfield-confuses-environmental-stewardship-with-environmental-justice
Administrative bureaucracy threatens a student-oriented university,Community Editorial Board,2022-03-22,Administrators should consult those affected by their decisions – namely Duke students. ,STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/03/03222022-ceb-administrative-bureaucracy-threatens-a-student-oriented-university-quadex
Duke University and I have a deal. We’re both failing to uphold our side of the bargain.,Viktoria Wulff-Andersen,2022-03-22,"If the relationship between a university and its students is purely economic, then I’m becoming increasingly unsure of what I or Duke bring to the table. Are we both as valuable as we’re portraying ourselves to be?",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/duke-university-deal
Remembering March 2020,Samantha Sette,2022-03-22,"March 2020 witnessed the loss not only of loved ones and stability, but also of what would never be...It made us confront mortality at large as well as the fragility of our individual lives. It made us look inward for a strength that could no longer be obtained from the proximity of others. It gave us no other option but to assess our existence thus far in this world and feel the equally painful and inspiring dissonance between who we are and who we want to be.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/03222022-sette
"Closer, but not too close for comfort",Valerie Tan,2022-03-21,Tearing down the walls I had built around me and allowing others to enter the private fortress where my innermost thoughts and emotions resided was exhilarating and unnerving in equal measures.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/03212022-tan-closer-but-not-too-close-for-comfort-intimacy
This year's Young Trustee nomination process involves conflicts of interest,Mohammad Khatami,2022-03-20,"While the decision is looming in the coming weeks, members of the YTNC who have a conflict of interest and personal relationship with Shrey or another finalist should come forward and drop their vote. ",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/03/0320202-khatami
Letter: All-Gender bathrooms desperately needed,"Anita Simha , Aeran Coughlin and Duke Biology IDEA (Inclusion, Diversity, Equity, and Anti-Racism) Committee",2022-03-18,"University campuses across the country, including Yale and the UC system, have had accessible AGBs for years, yet at Duke, access to AGBs remains a major challenge. ",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/03/03182022-simhacoughlin-letter-all-gender-bathrooms-desperately-needed
Sven,Spencer Chang,2022-03-17,"I’ve known about Sven since, well, when I was born, but I’ve never really “known” him.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/031722-chang-mental-health-inner-self
Go to class.,Heidi Smith,2022-03-16,"Time and time again, we bemoaned the difficulty of paying attention, the induction of fatigue and the lack of quality in online instruction. Now that we are finally back to in-person classes, why aren’t people going?",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/go-to-class
Bring frats back to campus,Community Editorial Board,2022-03-15,The move of group-living organizations from Central Campus to the Durham community created negative consequences for Durham residents. ,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/03152022-ceb-bring-frats-back-to-campus
"If you've ever been bullied online, this is for you",Christina Wang,2022-03-14,The greatest lesson I’ve learned in my entire life is that no one cares about me. ,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/03/03142022-wang-if-youve-ever-been-bullied-online-this-is-for-you-ssi-dsg
Sports and the spiritual life,Luke A. Powery,2022-03-14,"A loss is not an end but an opportunity, a means for growth and learning. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/03142022-powery-sports-and-the-spiritual-life
Letter: Game commentary from a True Blue fan,Stephanie Brogdon,2022-03-07,We have family. We have brotherhood. We have a home. ,LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/03/03072022-brogdon-letter-game-commentary-from-a-true-blue-fan-krzyzewski
K-ville waste leaves no sustainable leg to stand on ,Michelle Carter,2022-03-07,Students who tent in the future should be held accountable for their leftover equipment and the extra burden they put onto our hardworking Facilities team to clean up their messes.,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/03/03072022-carter-k-ville-waste-leaves-no-sustainable-leg-to-stand-on
Letter: Make masks optional in classes,Miles Hunt,2022-03-07,Duke is remaining overly cautious compared to other schools within the North Carolina system and other universities.,LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/03/03072022-hunt-letter-make-masks-optional-in-classes
Letter: Earlier letter misrepresents Smithfield foods,Jim Monroe,2022-03-03,Smithfield is a sponsor of Duke basketball because of its and the university’s proud tradition of excellence. ,LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/03/03022022-monroe
Dance Council endorses Drew Flanagan for DSG President,Dance Council,2022-03-02,,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/03/03022022-dance-council-endorses-drew-flanagan-for-dsg-president
duARTS endorses Drew Flanagan for DSG President,duARTS,2022-03-02,,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/03/03022022-duarts-duarts-endorses-drew-flanagan-for-dsg-president
YikYak and the paradox of public anonymity,Heidi Smith,2022-03-02,"By choosing to post thoughts publicly, without the identification of a name or pseudonym, a YikYak user is exercising their right to be anonymous in a public online encounter. But, the subject of discussion–if it is indeed a person or a group of people—has no such privileges, unless the Yak is obscene enough to be moderated. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/03/yikyak-public-anonymity
Engineering Student Government endorses Lana Gesinsky for DSG president,Engineering Student Government,2022-03-01,Duke Engineering Student Government is excited to endorse Lana Gesinsky for Duke Student Government president.,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/03/duke-student-government-president-endorsement-engineering-student-government-lana-gesinsky
The Community Editorial Board endorses Lana Gesinsky for DSG president ,Community Editorial Board,2022-03-01,,STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/03/03012022-ceb-endorses-lana-gesinsky-for-dsg-president
Mi Gente endorses Drew Flanagan for DSG president,Mi Gente,2022-03-01,Mi Gente is excited to announce its wholehearted endorsement of Drew Flanagan for Duke Student Government president.,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/03/duke-student-government-president-endorsement-drew-flanagan-mi-gente
"Where are you, Duke? The consequences of neglecting local politics",Community Editorial Board,2022-03-01,It is more important than ever to mobilize the student body to engage in their communities with the same ferocity with which they post on social media. ,STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/03/02292022-ceb-where-are-you-duke-the-consequences-of-neglecting-local-politics-trump
Duke Honor Council endorses Drew Flanagan for DSG president,Honor Council,2022-02-28,The Duke University Honor Council is pleased to formally endorse Drew Flanagan for Duke Student Government president.,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/02/02282022-honor-council-endorsement-drew-flanagan-dsg
The marketplace of ideas won: how Duke Yik Yak cured cancer,Monday Monday,2022-02-28,The progress flowed faster than you can say “Milton Friedman is kinda the GOAT fr.” ,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/02/02282022-mondaymonday-marketplace-of-ideas-yikyak
Ashes of war,Luke A. Powery,2022-02-28,"Because we are all ashes, alike, we should all be better stewards of ashes, treating each other with great care, gentleness, tenderness, kindness and love. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/02/02282022-powery-ashes-of-war-ukraine
Happiness and its many faces,Emily Maceda,2022-02-28,"For the people that chase after a profession out of pure passion regardless of the salary, I applaud you and I respect you immensely. But I’ve stopped pretending that I am one of those and I’ve stopped feeling guilty for what happiness looks like for me. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/02/maceda-02272022
Five surefire ways to improve the Duke student experience,Nathan Luzum,2022-02-28,"I’ve come to realize that task forces are like rabbits—you put two of them in a room for long enough, and soon enough there are 10. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/02/02282022-luzum
The Chronicle is accepting endorsements in the DSG Presidential election,Margot Armbruster and Leah Boyd,2022-02-26,,EDITORS NOTE,https://www.dukechronicle.com/article/2022/02/02262022-dsg-endorsements
